0	131139744	THING
1	74139572	THING
2	32042312	THING
3	31542722	THING
4	26965982	THING
5	30454826	THING
6	30583951	THING
7	31086150	THING
8	47137809	THING
9	15150325	THING
10	18145024	THING
11	17924170	THING
12	101963289	THING
13	48637483	THING
14	50493594	THING
15	50758173	THING
16	77232355	THING
17	50307730	THING
18	48588344	THING
19	48049292	THING
20	8777888	THING
21	9347224	THING
22	9565520	THING
23	9725361	THING
24	10997362	THING
25	11786125	THING
26	4796081	THING
27	14323490	THING
28	5619955	THING
29	6146072	THING
30	7831584	THING
31	8570595	THING
32	86151175	THING
33	85773618	THING
34	85648919	THING
35	78608134	THING
36	78328416	THING
37	80195829	THING
38	17030798	THING
39	16535995	THING
40	15921249	THING
41	16171107	THING
42	14601083	THING
43	14445099	THING
44	14240219	THING
45	32935727	THING
46	148118192	THING
47	148373266	THING
48	91054951	THING
49	91493605	THING
50	163788698	THING
51	90927813	THING
52	12413757	THING
53	11671467	THING
54	11374492	THING
55	12965003	THING
56	13183283	THING
57	33451037	THING
58	15354398	THING
59	83121955	THING
60	82872233	THING
61	82002475	THING
62	80712843	THING
63	82664738	THING
64	81325102	THING
65	81560993	THING
66	81151675	THING
67	50966212	THING
68	52921044	THING
69	27106608	THING
70	27950939	THING
71	28238086	THING
72	28657278	THING
73	23966026	THING
74	23709193	THING
75	23645246	THING
76	24355856	THING
77	1823947	THING
78	12261561	THING
79	12864133	THING
80	42606388	THING
81	43981393	THING
82	41399639	THING
83	41087821	THING
84	40748400	THING
85	40373633	THING
86	39086492	THING
87	39810562	THING
88	40164536	THING
89	62249575	THING
90	62699150	THING
91	63277686	THING
92	65224627	THING
93	65419566	THING
94	65609428	THING
95	65332034	THING
96	83874315	THING
97	81250724	THING
98	36412935	THING
99	38665453	THING
100	37868408	THING
101	38390416	THING
102	38506348	THING
103	38840821	THING
104	42169159	THING
105	55754048	THING
106	56068934	THING
107	56321981	THING
108	75106573	THING
109	34773770	THING
110	74887832	THING
111	31197901	THING
112	33308036	THING
113	58513630	THING
114	58834969	THING
115	58992987	THING
116	59720701	THING
117	59967896	THING
118	59331527	THING
119	59184678	THING
120	103444137	THING
121	60290852	THING
122	60094636	THING
123	60192088	THING
124	60579259	THING
125	61762833	THING
126	60944613	THING
127	16483702	THING
128	16711278	THING
129	3569337	THING
130	56547340	THING
131	106439902	THING
132	106190060	THING
133	105996847	THING
134	53930385	THING
135	53502284	THING
136	57668153	THING
137	56544446	THING
138	66587762	THING
139	66306696	THING
140	65374332	THING
141	64920316	THING
142	290853	THING
143	111102720	THING
144	48685161	THING
145	39331290	THING
146	40104555	THING
147	22388246	THING
148	28090093	THING
149	152821930	THING
150	2150509	THING
151	85959906	THING
152	86126166	THING
153	85365871	THING
154	84412191	THING
155	84618673	THING
156	83946274	THING
157	79606854	THING
158	79513429	THING
159	80750931	THING
160	46210989	THING
161	75323173	THING
162	79968313	THING
163	28537730	THING
164	29005257	THING
165	28656065	THING
166	44154904	THING
167	44011713	THING
168	66147992	THING
169	66385628	THING
170	66795953	THING
171	68099827	THING
172	67111284	THING
173	68491921	THING
174	69010864	THING
175	69400036	THING
176	70400152	THING
177	70301674	THING
178	65542804	THING
179	76364305	THING
180	11212275	THING
181	12516066	THING
182	50075747	THING
183	13582874	THING
184	17140986	THING
185	49517193	THING
186	50651760	THING
187	51211918	THING
188	52116489	THING
189	52623345	THING
190	53338486	THING
191	54029002	THING
192	186538573	THING
193	184994091	THING
194	183810996	THING
195	42346402	THING
196	42647094	THING
197	42062165	THING
198	41975327	THING
199	89533433	THING
200	32593235	THING
201	13030177	THING
202	5562586	THING
203	6048358	THING
204	2240962	THING
205	3392485	THING
206	37318831	THING
207	86675147	THING
208	142924069	THING
209	142477263	THING
210	136648609	THING
211	132419147	THING
212	132836350	THING
213	143995239	THING
214	80528314	THING
215	1751286	THING
216	1479507	THING
217	853653	THING
218	101830620	THING
219	128390052	THING
220	129733661	THING
221	55148906	THING
222	45617606	THING
223	47815506	THING
224	47081674	THING
225	46897304	THING
226	46699310	THING
227	46222401	THING
228	49417174	THING
229	49214378	THING
230	17498419	THING
231	5669532	THING
232	85586474	THING
233	85806074	THING
234	84857513	THING
235	85254343	THING
236	83907296	THING
237	83407633	THING
238	84163035	THING
239	83463056	THING
240	83779358	THING
241	86042765	THING
242	86987855	THING
243	137030455	THING
244	136938781	THING
245	12717801	THING
246	12663066	THING
247	13030958	THING
248	16188803	THING
249	26815942	THING
250	80548987	THING
251	81127495	THING
252	107245962	THING
253	77100031	THING
254	49588929	THING
255	82393694	THING
256	81659053	THING
