0	69890944	THING
1	67585468	THING
2	67750611	THING
3	70410542	THING
4	71237099	THING
5	70506371	THING
6	5991482	THING
7	122962666	THING
8	107195006	THING
9	110399747	THING
10	109474164	THING
11	107286628	THING
12	107399739	THING
13	107807799	THING
14	108370938	THING
15	108918426	THING
16	115239404	THING
17	113683991	THING
18	113522826	THING
19	113917135	THING
20	90047067	THING
21	89368895	THING
22	57412379	THING
23	57166900	THING
24	160914818	THING
25	56876619	THING
26	20503076	THING
27	56666094	THING
28	56249070	THING
29	55418900	THING
30	55823869	THING
31	54711739	THING
32	58064656	THING
33	58270644	THING
34	58342709	THING
35	58791035	THING
36	59429838	THING
37	59724900	THING
38	60258396	THING
39	61231653	THING
40	61131316	THING
41	60692430	THING
42	50882576	THING
43	60336540	THING
44	101008879	THING
45	93968417	THING
46	231888374	THING
47	94245235	THING
48	97306080	THING
49	97565116	THING
50	97859669	THING
51	99435143	THING
52	99802998	THING
53	54544804	THING
54	98286874	THING
55	96074363	THING
56	87551768	THING
57	86452768	THING
58	86792406	THING
59	128293830	THING
60	127911380	THING
61	127695776	THING
62	127442765	THING
63	126817596	THING
64	124532177	THING
65	124763085	THING
66	131116194	THING
67	131493482	THING
68	100977401	THING
69	101217231	THING
70	101464472	THING
71	100423176	THING
72	100814885	THING
73	100625345	THING
74	12258388	THING
75	13050083	THING
76	14320965	THING
77	100906298	THING
78	88964403	THING
79	66358449	THING
80	65919859	THING
81	67109262	THING
82	65809019	THING
83	64411545	THING
84	64627567	THING
85	64968630	THING
86	69177712	THING
87	69029372	THING
88	117178653	THING
89	84308390	THING
90	91723355	THING
91	57608700	THING
92	57494649	THING
93	107491119	THING
94	81361823	THING
95	178544692	THING
96	47101325	THING
97	153351580	THING
98	45320506	THING
99	152515622	THING
100	87068519	THING
101	90179202	THING
102	90258132	THING
103	90796227	THING
104	91103426	THING
105	109984355	THING
106	62050200	THING
107	110670646	THING
108	110812148	THING
109	111501182	THING
110	107107483	THING
111	106898803	THING
112	106560515	THING
113	197722297	THING
114	150847082	THING
115	75558410	THING
116	72241410	THING
117	3970955	THING
118	72941371	THING
119	100197903	THING
120	99878302	THING
121	105497040	THING
122	106375179	THING
123	105329791	THING
124	104872173	THING
125	104960787	THING
126	105189761	THING
127	82844629	THING
128	83574655	THING
129	83896166	THING
130	82383578	THING
131	68125384	THING
132	68031076	THING
133	57855670	THING
134	129828388	THING
135	129402662	THING
136	127090682	THING
137	131640632	THING
138	132220207	THING
139	133230698	THING
140	133613597	THING
141	94667203	THING
142	98038150	THING
143	176764890	THING
144	176229255	THING
145	176457927	THING
146	110191860	THING
147	111220468	THING
148	110888205	THING
149	111084107	THING
150	118432801	THING
151	119429584	THING
152	120119979	THING
153	121216958	THING
154	121879207	THING
155	122394819	THING
156	122165627	THING
157	123658122	THING
158	123940332	THING
159	124019317	THING
160	115646802	THING
161	116729866	THING
162	118083438	THING
163	117251807	THING
164	116975670	THING
165	100575033	THING
166	100117827	THING
167	90338569	THING
168	89244985	THING
169	90004698	THING
170	50714267	THING
171	49790320	THING
172	122641085	THING
173	97135459	THING
174	71409586	THING
175	86860114	THING
176	87367008	THING
177	87232760	THING
178	75131115	THING
179	77483384	THING
180	60998206	THING
181	15721807	THING
182	43617974	THING
183	37390753	THING
184	37720078	THING
185	44741317	THING
186	44080621	THING
187	46125179	THING
188	51557618	THING
189	113250311	THING
190	64181109	THING
191	64319169	THING
192	62356559	THING
193	65462937	THING
194	62675460	THING
195	127382734	THING
196	125434609	THING
197	128416384	THING
198	36361200	THING
199	36719811	THING
200	36051934	THING
201	35787970	THING
202	36220605	THING
203	71016918	THING
204	91860184	THING
205	92994450	THING
206	92342040	THING
207	91453455	THING
208	127005150	THING
209	127272988	THING
210	127447642	THING
211	37201900	THING
212	49860490	THING
213	70084876	THING
214	92998226	THING
215	17733531	THING
216	78665913	THING
217	77726423	THING
218	78062223	THING
219	78426419	THING
220	48666541	THING
221	208619	THING
222	48266826	THING
223	65663904	THING
224	66725275	THING
225	68521842	THING
226	68426239	THING
227	84728507	THING
228	85432905	THING
229	85569214	THING
230	86443709	THING
231	85974468	THING
232	86076098	THING
233	120736303	THING
234	132217231	THING
235	132112198	THING
236	227152105	THING
237	227852229	THING
238	228029611	THING
239	72069116	THING
240	71288953	THING
241	70926339	THING
242	71556998	THING
243	29561331	THING
244	30025810	THING
245	35257692	THING
246	79488305	THING
247	80547258	THING
248	80240013	THING
249	47432586	THING
250	47577216	THING
251	103756355	THING
252	103927623	THING
253	150705546	THING
254	24309792	THING
255	77742718	THING
256	49618030	THING
257	121255764	THING
258	75902725	THING
259	70021225	THING
260	100883569	THING
