0	98176209	THING
1	119562177	THING
2	106981564	THING
3	107099032	THING
4	58680377	THING
5	20410427	THING
6	58335070	THING
7	58280466	THING
8	57929028	THING
9	56767447	THING
10	56089992	THING
11	55423040	THING
12	51110616	THING
13	51396384	THING
14	51176164	THING
15	51204746	THING
16	55705238	THING
17	54800283	THING
18	58001569	THING
19	55815459	THING
20	25579619	THING
21	25498983	THING
22	25270025	THING
23	25103560	THING
24	25698512	THING
25	25390789	THING
26	25951009	THING
27	25800969	THING
28	28354789	THING
29	28008247	THING
30	13461980	THING
31	14040994	THING
32	13621064	THING
33	14240134	THING
34	14721700	THING
35	13714738	THING
36	17088440	THING
37	15175488	THING
38	15983780	THING
39	16362150	THING
40	24269550	THING
41	24619755	THING
42	23755161	THING
43	21096572	THING
44	21471653	THING
45	21959309	THING
46	22113088	THING
47	22392214	THING
48	22583099	THING
49	22753097	THING
50	23411289	THING
51	23077115	THING
52	9593837	THING
53	9411336	THING
54	29448346	THING
55	4490094	THING
56	4179492	THING
57	4040740	THING
58	3428293	THING
59	22060669	THING
60	3804045	THING
61	5629888	THING
62	5172950	THING
63	5350010	THING
64	47088194	THING
65	65041373	THING
66	66774356	THING
67	67838812	THING
68	67938925	THING
69	69465090	THING
70	68709949	THING
71	233392797	THING
72	234339509	THING
73	66251605	THING
74	61318409	THING
75	62276579	THING
76	61917229	THING
77	66039588	THING
78	65343391	THING
79	133669073	THING
80	73737544	THING
81	74726600	THING
82	74558914	THING
83	46681745	THING
84	9789590	THING
85	10395004	THING
86	74294438	THING
87	74220601	THING
88	73536590	THING
89	34834536	THING
90	34589449	THING
91	96252059	THING
92	96680031	THING
93	13866628	THING
94	12543657	THING
95	12023455	THING
96	11413805	THING
97	11164783	THING
98	9831230	THING
99	10076482	THING
100	10326000	THING
101	9107178	THING
102	72762469	THING
103	19755704	THING
104	30521263	THING
105	31283577	THING
106	45520499	THING
107	46068682	THING
108	131009455	THING
109	131406723	THING
110	29731161	THING
111	32231261	THING
112	29598609	THING
113	29951874	THING
114	28516223	THING
115	32432359	THING
116	30226313	THING
117	30179893	THING
118	113072099	THING
119	112961258	THING
120	71039045	THING
121	58906241	THING
122	27406913	THING
123	27888852	THING
124	28171949	THING
125	26951836	THING
126	26810268	THING
127	27023197	THING
128	26355394	THING
129	37735516	THING
130	38394656	THING
131	39722215	THING
132	40143781	THING
133	39526539	THING
134	40832240	THING
135	41153682	THING
136	41929252	THING
137	38737852	THING
138	39114766	THING
139	38049114	THING
140	37216714	THING
141	37318989	THING
142	36928968	THING
143	36006649	THING
144	35476681	THING
145	102725107	THING
146	46903166	THING
147	61072669	THING
148	39536442	THING
149	74923414	THING
150	75928664	THING
151	75502673	THING
152	72741612	THING
153	32868461	THING
154	99515009	THING
155	99329376	THING
156	99199125	THING
157	64774597	THING
158	1973011	THING
159	2429631	THING
160	124540920	THING
161	123486735	THING
162	122987729	THING
163	46477850	THING
164	45672711	THING
165	78820327	THING
166	19091872	THING
167	19520934	THING
168	20021188	THING
169	16811466	THING
170	16628773	THING
171	18210669	THING
172	18000449	THING
173	43570289	THING
174	42760180	THING
175	75151667	THING
176	74250233	THING
177	73865252	THING
178	10055687	THING
179	8300243	THING
180	9143902	THING
181	16779223	THING
182	16542337	THING
183	113957592	THING
184	41412661	THING
185	42581506	THING
186	35773758	THING
187	43161818	THING
188	43064947	THING
189	48833173	THING
190	48510747	THING
191	51458974	THING
192	50402335	THING
193	48653675	THING
194	54951465	THING
195	51304031	THING
196	132851378	THING
197	44677743	THING
198	44795072	THING
199	45079076	THING
200	44032716	THING
201	17434760	THING
202	19064025	THING
203	18695689	THING
204	19836850	THING
205	19283062	THING
206	69427027	THING
207	57261853	THING
208	57687280	THING
209	34696720	THING
210	34444830	THING
211	34608459	THING
212	82799563	THING
213	13230279	THING
214	28370298	THING
215	93454099	THING
216	32014132	THING
217	149007200	THING
218	55596655	THING
219	101243456	THING
